cement_opc,scm_flyash,silica_sand,locally_avail_sand,w_b,hrwr_b,perc_of_fibre,aspect_ratio,tensile_strength,density,youngs_modulus,elongation,compressive_strength
1.0,1.2382700043609534,0.6007580492457987,0.35594808718825477,0.753213179520795,0.6883192428300593,1.902779983964693,0.315137925835833,112.0,637.0,57.1331581610426,34.84,56.02139129376953
1.0,1.6787603324354308,0.4455482056112998,0.1627429475480249,0.4559602989771681,0.06745313693521357,3.4065147996311302,0.2503887530369877,112.0,637.0,62.893266184772386,34.84,62.81559405627716
1.0,1.5559781807659732,1.2060009165745302,0.1708147837550637,0.4572388821646686,0.2741000917512276,1.8129633471108064,0.17083826346986297,112.0,637.0,44.706591521814836,34.84,46.76215810031605
1.0,1.3002005713163443,0.3014108607633276,0.570151477854845,0.3001489248091619,0.08527785530891513,3.0145932941975495,0.2905911243858654,112.0,637.0,67.30920643445057,34.84,66.5318900991809
1.0,0.36922729428648154,0.328907139193371,0.13601906630833122,0.5192972235588071,0.309698610024247,1.0053540812054995,0.33098741371546664,112.0,637.0,44.47352441435836,34.84,44.99119906538067
1.0,1.3352516325616641,0.08982273149018884,0.1596862966002914,1.0076038527756042,0.1842489950710505,1.5772133311711916,0.24759370483853338,112.0,637.0,48.72739337147459,34.84,49.384315089996136
1.0,1.4002757577985854,0.41790968776420667,0.24645111126830158,0.8856788556432452,0.06026211506232332,2.815211328247466,0.4476808928595466,112.0,637.0,58.293137348749994,34.84,56.655377966820765
1.0,4.0,0.025772079107244942,0.24661387903239745,0.5279152117569371,0.45052501344184714,5.0,0.3573216770335919,112.0,637.0,44.45778024651008,34.84,44.14971513166729
1.0,1.2165956446080177,0.38485335421080336,0.19741445861671467,0.28690157422436147,0.13713456452741218,1.891591236736916,0.20017657171562445,112.0,637.0,59.97693356026602,34.84,60.0431838761749
1.0,1.5922000507361151,0.4814578969629137,0.30645032485623636,1.0637974268589245,0.4199845322013538,3.000476880214859,0.2690260200966716,112.0,637.0,59.301923164492436,34.84,60.196165273795536
1.0,2.3970691851724077,0.3157836434973974,0.3416697535750195,0.7466694453289291,0.160535582449971,3.818580803468244,0.23172757586187842,112.0,637.0,55.376245251304155,34.84,55.75755786621302
1.0,1.9958317337929028,0.04860259117291388,0.24076086940010802,0.20967929955646075,0.20720497921213507,3.1832213706515082,0.2584870257737745,112.0,637.0,55.27335333878389,34.84,55.7005821160599
1.0,2.6916803810185437,0.4157879418753783,0.21889406631041727,0.18265591384968957,0.08343368625157195,2.887833229651419,0.3273877404678238,112.0,637.0,53.15448095904363,34.84,51.73563825117994
1.0,0.5559005123636459,0.08227462055283091,0.2403861842103068,0.21556996212666074,0.3231669627436052,1.7103478649702961,0.26549346285163405,112.0,637.0,57.506003223286164,34.84,55.448192226883364
1.0,0.7428371994028177,0.2667504865128027,0.20064378694732157,0.3434931161665915,0.19615038071629948,4.166197009954487,0.24663296547630673,112.0,637.0,56.918960296945194,34.84,56.837082458524804
1.0,0.9752989939646347,1.1026148178895971,0.12707124907987952,0.6901387346060048,0.21758050965729991,1.0817110299397894,0.2876038308117327,112.0,637.0,41.253121526784064,34.84,42.09882455774889
1.0,0.496906916328413,0.9930667881794775,0.27183053055590173,0.6819640648743762,0.24921986321187548,1.1082989494709434,0.3354804167906136,112.0,637.0,39.4595377912062,34.84,39.283724047255355
1.0,1.4066309216265467,0.45718585379422816,0.3244136564056669,0.5213184870763194,0.11464515172279353,4.915249097007135,0.33470805869565884,112.0,637.0,59.24526583819094,34.84,59.76240470442387
1.0,0.7788930818380605,0.809133376570508,0.22864363938927607,0.4098430134581916,0.36922262034322834,2.403098062816378,0.3244567925456725,112.0,637.0,58.97891127943644,34.84,58.92897626991148
1.0,2.868651635857907,0.006350971472554703,0.10242550424847678,1.3189793814432986,0.19717636437700922,1.1236559416204168,0.38635553852648086,112.0,637.0,39.812115599883285,34.84,39.611857960526905
1.0,0.8511555324104418,0.8043388342826103,0.19504857642524753,0.4471952279670663,0.7840407216494845,1.0239013241734407,0.275583627400645,112.0,637.0,54.53797133464495,34.84,54.69142190537856
1.0,1.1288618341123304,0.1848229514829777,0.3421429673799397,0.4209476861529492,0.2056241724544015,1.003582365979713,0.25885571570801963,112.0,637.0,48.5003146910185,34.84,47.70351980685333
1.0,2.0558189834734364,0.25933081312173556,0.14028008444263276,0.34111236717889565,0.21509125543149055,5.0,0.2714735103481511,112.0,637.0,54.038459205567165,34.84,54.26018057417234
1.0,0.6292427102087315,0.16839430101015906,0.31589552717206176,1.3189793814432986,0.13262914188729968,1.9470159789840484,0.23336445211593412,112.0,637.0,50.02450119204976,34.84,48.624345917103696
1.0,0.47553277371843444,0.24815695587108358,0.20464762129403138,0.6304609301763872,0.11663434538447559,1.582602728786011,0.23210868011730476,112.0,637.0,49.059800319382596,34.84,49.844090078466
1.0,1.4971642435708759,0.1498892388187807,0.24070523971557595,0.2621081566468387,0.40532617618421274,4.388322900996987,0.3338569117286499,112.0,637.0,63.729616058944025,34.84,63.716378945562006
1.0,1.5578844724240934,1.4,0.18675838618129167,0.2470324396488654,0.4442647523134505,2.280331106170242,0.34102155015060037,112.0,637.0,49.48933857504851,34.84,49.07325384388212
1.0,2.024798602602179,0.1486694297584608,0.15739641951418848,0.18980221322788052,0.19698917358348886,1.7320508052789871,0.15259851430434374,112.0,637.0,49.31013912304398,34.84,49.05364782307988
1.0,1.7821282113360344,0.18021613259234673,0.4183281261009449,0.4188933777514909,0.2776914795534685,3.3503405294082635,0.34978000331684317,112.0,637.0,56.31808008859058,34.84,56.23226865968769
1.0,1.5884178383624767,0.054621816031399165,0.3306430609683784,0.2078387763252731,0.4862785502122762,2.688421081463179,0.2558745265661864,112.0,637.0,66.27463779411471,34.84,66.98428658650175
1.0,0.9088194203379886,0.529797878131633,0.3098072806346912,0.24523080642397524,0.30204664487403127,2.691935975310568,0.24311939806515098,112.0,637.0,64.84019628396493,34.84,65.00430089865007
1.0,1.5354027973401845,0.6383648645740883,0.34251191357359023,0.7500740283776529,0.33303805634009515,1.7797861240708819,0.2609146383402718,112.0,637.0,53.99973388922433,34.84,55.45962797572054
1.0,1.585179604306134,0.42703725795888264,0.2935167907000966,0.6864266605050552,0.2730027743430401,1.322359444604297,0.21016187599858724,112.0,637.0,53.17913917692937,34.84,51.97632427055818
1.0,0.8893644141123476,0.17587951747512046,0.34717833226633005,0.9267670332137957,0.1885929999353353,1.2519554282335899,0.27068386465505967,112.0,637.0,46.23046354886659,34.84,45.462668905757695
1.0,3.274368640473294,0.2893809142041778,0.18832769568856952,0.21078551412623864,0.3168964361926273,2.1250871725023504,0.43823388287542325,112.0,637.0,43.897018259914404,34.84,45.10198715878379
1.0,1.7394484359338238,0.09086660317312961,0.40942439898270955,0.266357972468801,0.6639609342065831,2.0309113297194075,0.1967294898053839,112.0,637.0,60.07444966356841,34.84,59.74023141776178
1.0,0.7507774268993899,0.8467744142915203,0.3957574758099069,0.32108918693776367,0.20146959648697874,2.5455599869031977,0.32468241465254977,112.0,637.0,66.6681886520933,34.84,65.54085165435343
1.0,2.0299266921849273,0.5220188676668817,0.2801823141065325,0.9982898957279459,0.4032600406034334,1.6537117957867307,0.35257186149809294,112.0,637.0,52.023212499879506,34.84,52.232955761088725
1.0,2.206786836669742,0.1061331478547,0.21727607996953416,0.4537027696291825,0.28615462084947796,3.7185822019194403,0.32196152941918776,112.0,637.0,55.623067657176236,34.84,55.68016529880011
1.0,1.686274191885607,0.19693647662377273,0.15221817665545584,1.0933634534278893,0.19460160268718202,1.0778575219481557,0.40124953595315516,112.0,637.0,43.89902749929722,34.84,42.52896193526505
1.0,1.1801969256323002,0.12669284082371682,0.2644601016818055,0.6016785533985016,0.40890744895890246,2.468412543849196,0.3531427887340363,112.0,637.0,52.398731045936934,34.84,51.24013033451996
1.0,0.8673870768966744,0.1648869829796416,0.46017838589970744,0.4156279670663164,0.385810309930771,1.3135044364718647,0.32865744286632037,112.0,637.0,43.893885201687155,34.84,44.607776536206465
1.0,1.2982766250277786,0.034078050003892205,0.1558916706305455,0.5857658888345132,0.349340004283153,1.8028102622492537,0.3577839265545295,112.0,637.0,44.134295044103276,34.84,43.49667305202529
1.0,1.6252827568987265,0.3348746249794613,0.35708183209822636,0.1851767415859621,0.6265048307188447,1.3064976514246276,0.3539835770898495,112.0,637.0,59.07459170180483,34.84,58.37689659873906
1.0,1.364617450019976,0.19255129054200318,0.20263192977538058,0.1574145053189163,0.6543368404994968,1.6992665021196656,0.2595866125007644,112.0,637.0,63.762399106922906,34.84,64.2278854784096
1.0,2.75185947199178,0.4327479372355719,0.20931761566582846,0.5005112556400699,0.26849497983131404,1.216865077296967,0.3256473466494311,112.0,637.0,43.738770623793634,34.84,42.8611243872811
1.0,1.8765123602488394,0.02558951290785511,0.15502704320242747,0.4428372202262783,0.24784223742199263,1.2577017003514968,0.2641956658312582,112.0,637.0,46.15842170163035,34.84,46.77892143403597
1.0,0.8114063577753718,0.40196130888009346,0.18208712162927237,1.1561028308194228,0.12801668594162519,3.199240169900919,0.2066935842701691,112.0,637.0,63.01583271667005,34.84,64.78604218616752
1.0,0.703453541722423,0.9091543340125076,0.31005025673794523,0.2206386660473271,0.5625332764571338,1.0456245454132171,0.43037827111985477,112.0,637.0,42.59070130553847,34.84,41.148963124554534
1.0,1.7470622335057604,0.4544523252526928,0.32506732274374844,0.5296558510478873,0.25197557748098365,2.756011176632104,0.24759973564398532,112.0,637.0,61.17100063345094,34.84,60.88624751455608
1.0,1.1951574894175794,1.2155713200479756,0.2651854020845408,0.622435815364812,0.19275713209253537,3.033507457506449,0.36256755242287436,112.0,637.0,52.77803284860443,34.84,53.45665092973145
1.0,1.9594700282046562,0.1224046498708755,0.2003804981086262,0.5218643147226762,0.16388057684778207,2.8634275455929674,0.31846385404178956,112.0,637.0,55.26330284218128,34.84,55.52683824658332
1.0,1.7389246304563288,0.0021475375746766445,0.15932548928992443,0.7616401761788448,0.16329810696487185,1.9982115756243721,0.22874142197684225,112.0,637.0,50.297186442818465,34.84,50.84482695270518
1.0,1.3013729132247147,0.19791366334589963,0.24819285438850483,0.32047847389882606,0.6296776633746602,1.2043271268045226,0.2351827373552811,112.0,637.0,58.884711121881544,34.84,58.705554516402955
1.0,0.8169042632715275,0.7059836155564492,0.21100782975141028,0.6665512636903157,0.4095208647757079,0.9710085684243601,0.3085019297962345,112.0,637.0,55.052984515089626,34.84,55.08611927495675
1.0,0.5107037382247878,0.12062908638513006,0.2627079160005807,0.5821707487156934,0.12419513784841567,1.1550061093357582,0.30865266454660895,112.0,637.0,43.63379409591599,34.84,43.833851861110595
1.0,1.5207445588208295,0.32247953901567766,0.21454595141054536,0.787551181412734,0.12673154300468373,1.1584440306481423,0.25796106222425225,112.0,637.0,47.0825690743238,34.84,47.0672176721068
1.0,0.6226206008010373,0.4939850003520106,0.21664308639041485,0.34050147136093106,0.27776661777994627,2.306186221905807,0.19517973606380254,112.0,637.0,59.199562660095644,34.84,58.49613513609069
1.0,0.7973561145484621,0.8850077708641809,0.25754111322057016,0.24296066509237518,0.15721556478594134,1.0327344258008588,0.33886690119779594,112.0,637.0,43.00439290410321,34.84,42.394800696118054
1.0,1.4726875965915411,0.495632574465826,0.27718354256824657,0.3210905327758966,0.23040062859083232,1.83430368455691,0.14305588501498454,112.0,637.0,66.31104283115889,34.84,67.39543997888988
1.0,1.3987369140528991,0.48629960739729855,0.3861645946312703,0.2583905199539989,0.5681353200524197,2.0626620632611914,0.30501092664614105,112.0,637.0,65.49912244774035,34.84,64.61284162596465
1.0,0.6693337235548398,0.44560162177913887,0.21326441795360138,0.33146169093375916,0.44610632466341715,1.7522201004233007,0.3657145839505835,112.0,637.0,62.0651130447925,34.84,61.46177834650333
1.0,2.3325213854016944,0.744222512371463,0.29833205679185026,0.3719872493739166,0.1110698052397683,1.7795159010726502,0.18347500629912553,112.0,637.0,58.72435063058099,34.84,58.76215863617982
1.0,2.3013617051637683,0.07962320941843458,0.4814331242367139,0.2787472620640921,0.15763622351816217,3.711630191424411,0.29202061380584193,112.0,637.0,60.72793194680865,34.84,59.941798038393735
1.0,1.775958821757212,0.04669531189988416,0.3013638093492066,0.44137198414642254,0.2955081338161626,2.566090610909749,0.2575072758509841,112.0,637.0,54.32797742206266,34.84,54.74172268399319
1.0,1.7748443317428952,0.1888247913742177,0.3774985035022723,0.24383522419877024,0.4597725978608245,2.8264226877014456,0.29439394456245466,112.0,637.0,66.90183502124879,34.84,67.5333682594301
1.0,1.7759699029262743,0.7291638813204379,0.19145324489844875,0.4238590710253321,0.1732813123051044,1.6960603688440463,0.352839564564869,112.0,637.0,55.503485952633675,34.84,55.74076602771895
1.0,4.0,0.39071910729501913,0.18432665470262988,0.34322633903568467,0.31422574181217366,2.9380172072196697,0.20610476147174173,112.0,637.0,48.622988313529795,34.84,48.11189945527417
1.0,2.197133283726572,1.17062074572115,0.2281704155479401,0.4138012221977105,0.20817723909163693,2.3378576203115755,0.2672457081610995,112.0,637.0,46.00421849251179,34.84,46.929515264511615
1.0,1.9004241909997255,0.18643014564844804,0.23759741423301997,0.5352212531435973,0.6275858683014315,2.236224699267926,0.2709070029029784,112.0,637.0,52.62473307614911,34.84,51.93335050102368
1.0,0.8568666146628086,0.1375658266442625,0.3643188751067399,0.35669664901512693,0.3567574648830021,1.6802137516793223,0.17930079083926873,112.0,637.0,49.54041892614316,34.84,48.77280883777277
1.0,1.1860293040371168,0.028074641554009874,0.18367377573076854,0.2979780858757781,0.23727447640107646,2.264693184487749,0.3213397470474811,112.0,637.0,57.96048945178491,34.84,59.035487487859356
1.0,3.914268471887721,0.5509112931093806,0.23439386272182064,0.3169477540695537,0.1237811829260353,5.0,0.4101508764682391,112.0,637.0,59.21310408911427,34.84,59.21453357510462
1.0,0.3855917472189346,1.0160785197858595,0.36487370938625613,0.7333058480183666,0.15371826334278238,2.6959159737229466,0.32862996770317654,112.0,637.0,46.91529704498556,34.84,47.371417006359884
1.0,1.0328607062372819,0.5634415082023072,0.2631441777018206,0.8322715302521057,0.07393864651032783,4.559083768517689,0.2899929577763137,112.0,637.0,58.77980052463826,34.84,59.28033777908293
1.0,2.338839963001727,0.25598259871649687,0.24143498064012936,0.3398661064622126,0.29945742670377096,0.8254572960794446,0.3454135414318125,112.0,637.0,42.965784345039665,34.84,42.915135501752125
1.0,0.8888286892770665,0.08005181372711165,0.26545178591060836,0.4069680449743305,0.3646238281182085,2.094399570416024,0.24523094446114874,112.0,637.0,49.24608920769498,34.84,48.90956290005843
1.0,1.9268762660684429,0.5544518887191997,0.15787790826891218,0.1875043224054091,0.37393302940191225,2.989346822081748,0.22950559511254148,112.0,637.0,64.1216590054861,34.84,65.14727728865115
1.0,1.389142739985124,0.08244953690345347,0.15690800761258974,0.4014290986288661,0.19226075801875794,2.4318877347772863,0.31691380395234453,112.0,637.0,50.66788807647099,34.84,51.54484549087334
1.0,0.9251423248009499,0.4222531691759211,0.1325020357346326,0.21277249202784002,0.4956580373055271,2.5848267544336845,0.2967162543198384,112.0,637.0,62.60352231454034,34.84,62.296783861063005
1.0,0.336910000707634,0.2666946472911109,0.2622586632582667,0.344409896845509,0.5768766945376852,1.6823056462870027,0.3026044111474546,112.0,637.0,47.51140401536794,34.84,46.815809525124955
1.0,1.4986142594032332,0.2143531942220556,0.3438563642872936,0.7534686707723323,0.18738520191653252,3.598612621401635,0.23070929010564423,112.0,637.0,60.18840836565884,34.84,60.56604529165799
1.0,0.8461014326685095,0.266246373117297,0.3243829032803323,0.20748341681962815,0.4718233301471638,0.9457087531177231,0.19868221743052597,112.0,637.0,55.129521688463015,34.84,55.37335195049985
1.0,1.2712164297257194,0.10778712445450238,0.3745488113359105,0.28005775554580425,0.2802769007132902,1.8847909990193035,0.22128706850702232,112.0,637.0,58.73033260175258,34.84,59.857313576545025
1.0,1.767008415498293,0.1938539771823907,0.4215188046690636,0.28074660992931416,0.20083172615604752,2.146696454555488,0.23103429513223617,112.0,637.0,60.58362436206946,34.84,60.95601246507425
1.0,2.107634811578656,0.2359724108371683,0.25614276099827143,0.1908665541268401,0.48369124085631576,1.541404122690433,0.17550855542238464,112.0,637.0,44.863662931656,34.84,45.67757531209881
1.0,1.0309884385457317,0.5431269819074169,0.23654525756481218,0.6767852204069486,0.1429636354969883,2.0507059939243777,0.31410684340353445,112.0,637.0,54.674268837188336,34.84,53.78729144542085
1.0,0.9241439623753134,0.3193821980368941,0.42501934388891854,0.5050312198584918,0.12438452164200672,0.7954941269558751,0.20884389766040173,112.0,637.0,46.77342100626327,34.84,45.1009194623492
1.0,0.6159258735417801,0.09709223191748285,0.18568767597344424,1.0861866331811112,0.21437911962512776,1.0928919755996687,0.20619104590103218,112.0,637.0,44.331781357725106,34.84,44.34380077076788
1.0,2.1601806459564936,0.8120357834191995,0.15484590211655277,0.2672920904834151,0.23312650381600958,3.700833761572881,0.264869384514108,112.0,637.0,61.203885098942926,34.84,60.79250752428
1.0,3.6305160734990953,0.14156844355170645,0.21311106475412,0.1812587459110147,0.11491547424003137,2.2718239957147004,0.22820381347250132,112.0,637.0,44.90091297020305,34.84,44.35094959525527
1.0,2.2788071529661096,0.14142288986214555,0.2038453012182977,0.7039171336644433,0.3340132865571365,1.6902760838312452,0.19536351217050588,112.0,637.0,48.577387341482385,34.84,48.955253550978334
1.0,2.534853051223331,1.1729131291715789,0.24692804851743627,0.36708092199572195,0.1769013712788306,3.2236481691364443,0.20042299502381214,112.0,637.0,56.491480704242875,34.84,56.60800402487992
1.0,0.8931294961391103,0.3047414816582939,0.17545603982425115,0.348169417494538,0.1357987359521725,3.912332069605577,0.31852355572254387,112.0,637.0,52.56816048432383,34.84,51.939035582187216
1.0,1.7131701519124505,0.6423753704065897,0.27903910417886285,0.9205896942695473,0.3616527606621576,4.782375708048517,0.26034406576065244,112.0,637.0,59.109555703119725,34.84,59.471338882655374
1.0,2.0178063433177367,0.25672608684070974,0.19524179313601786,0.4786082500415745,0.21084934016772938,0.8254523131604653,0.198286230675767,112.0,637.0,45.4610496086151,34.84,44.82324906735287
1.0,0.1,0.09505782627561979,0.3867941575870435,0.6909718874002134,0.4434712702509891,3.904317272543642,0.3940942919153275,112.0,637.0,51.87412864197041,34.84,51.94729789232183
1.0,0.7260717811381666,0.23871424005159578,0.15390444697799197,0.3220405779641821,0.3288062988848521,1.1655426536297913,0.23872107886518038,112.0,637.0,55.48805258366147,34.84,55.73538612097736
1.0,2.971160043624083,0.23934232880573075,0.22990421064960836,0.30595220817826785,0.23671873377841843,2.3355838393828585,0.3181039780771865,112.0,637.0,51.997586988138806,34.84,52.49138688301719
1.0,0.5443445024417146,0.06552780824504208,0.21343273157490494,0.36624944320561476,0.4525217126584321,2.705878642683239,0.27446423188506125,112.0,637.0,52.94253346601298,34.84,52.5167144162789
1.0,2.737236429303762,0.18275543786662665,0.2646847377609732,0.6147308538393538,0.32247757858802695,4.347009275634294,0.2878581009589778,112.0,637.0,47.95410457223682,34.84,47.8905998612247
1.0,0.5420273243405292,0.15008575351804226,0.344884599255577,0.4509927555812381,0.25878183264038934,2.529256823626706,0.28276491202330906,112.0,637.0,51.594016261422524,34.84,51.05139879805344
1.0,0.7473514814911101,0.2776052324638552,0.26826483041620147,0.555562836345405,0.33754728481426366,2.310561273791711,0.20456635849306926,112.0,637.0,51.74957359413039,34.84,51.169209778336906
1.0,1.7291469794610597,0.7483311280390039,0.23085777802060084,0.1196277658750158,0.34308481342121383,1.3590226669130399,0.47290340989718005,112.0,637.0,58.54397883400425,34.84,58.20891661863066
1.0,1.4075775949789062,0.17130911409760918,0.3153398036340323,0.17157441319304836,0.15120748666573947,0.907456271540853,0.236016616987742,112.0,637.0,60.52917400447301,34.84,61.501523046759964
1.0,1.0876508288978106,0.36799770119008746,0.3340799049425821,0.14977911105240818,0.7840407216494845,1.3422744798596817,0.3406111773929976,112.0,637.0,60.29248287575936,34.84,60.75551812740122
1.0,2.913202374598336,0.4765537965560015,0.2685699938588848,0.3637090754574907,0.2703372438628221,3.9485979603761194,0.23437452067024256,112.0,637.0,51.545061255750156,34.84,52.83939787724015
1.0,0.626142230762804,1.033727694215694,0.28094106817348485,0.218584199935766,0.2730543470315915,2.0554619904868012,0.21791658451605342,112.0,637.0,46.89277337206811,34.84,45.88578780015039
1.0,1.2449475024588925,0.3280916918189689,0.31003297506062527,1.023341583286792,0.10855853285308134,4.456557148072933,0.3862710266582783,112.0,637.0,55.32657246832164,34.84,53.55453583396741
1.0,1.8421516030761682,0.24796042030026194,0.129723620409604,0.43498378250913095,0.27869457231414335,1.439027491426215,0.40339021497453487,112.0,637.0,44.414439345268036,34.84,45.530342738845995
1.0,1.5752079430118482,0.06450211380726305,0.21214652696047578,0.48997063386308815,0.2847905283743199,2.9392023776417937,0.31254851940603234,112.0,637.0,56.38253532638082,34.84,56.80624410325798
1.0,0.9419380399824221,0.33797605539158787,0.2797299480620745,0.25495961849340987,0.14707577413526216,2.191603407018964,0.33917046927320027,112.0,637.0,59.02602573744496,34.84,58.90984745578031
1.0,0.9615615519350927,0.7356867307185404,0.2169776889987729,0.2510136164802929,0.15541007502530396,3.745097323655987,0.21055230407042833,112.0,637.0,65.73443832281339,34.84,65.24532392381974
1.0,2.0915203688954747,0.20189802525501235,0.21726348984073196,0.9549132994125633,0.16670088289663768,1.819899700654029,0.3277831287668472,112.0,637.0,44.386924712787334,34.84,45.12795486119769
1.0,2.1416664615175187,1.4,0.27958821484231056,1.0719207313529597,0.22549565188469622,1.9046829444140203,0.32699366821715853,112.0,637.0,39.314156323964895,34.84,39.68672657467878
1.0,1.5969768534402091,0.2043790251122581,0.28201743366939064,0.5412667567612854,0.29076002204358475,3.608577433260476,0.3114558526429255,112.0,637.0,56.81203986887421,34.84,57.657884207931474
1.0,0.8264041378840397,0.1451292358014237,0.2895628526231012,0.15919459367415867,0.23377459816213667,0.7496588794376484,0.41186495840640414,112.0,637.0,57.44055889087392,34.84,56.829723341198076
1.0,0.9789635734081321,0.19484572008983353,0.17935601893576136,0.3554064864409481,0.3040600456730721,1.8905846846687355,0.16606407498039505,112.0,637.0,50.94959282944639,34.84,50.42238598376509
1.0,1.3393964276802892,0.2803954324220181,0.1413752708923141,0.5142116623838044,0.36631230844037843,0.9189916772188101,0.2699862069001891,112.0,637.0,48.766064242686724,34.84,47.635332714527095
